Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"154306675","27045670","2","","2018-01-03 00:00:00",""
"154306676","19339230","2","","2018-01-03 00:00:00",""
"154306677","26544573","2","","2018-01-03 00:00:00",""
"154306678","48069277","10","","2018-01-03 00:00:00",""
"154306679","26053982","5","7643168","2018-01-03 00:00:00",""
"154306680","48069405","2","","2018-01-03 00:00:00",""
"154306681","19339592","2","","2018-01-03 00:00:00",""
"154306682","45754381","2","","2018-01-03 00:00:00",""
"154306683","9380563","2","","2018-01-03 00:00:00",""
"154306684","26348736","2","","2018-01-03 00:00:00",""
"154306685","3144089","5","385909","2018-01-03 00:00:00",""
"154306686","48034797","1","","2018-01-03 00:00:00",""
"154306687","48056972","3","","2018-01-03 00:00:00",""
"154306688","1811730","5","6888392","2018-01-03 00:00:00",""
"154306689","30057360","2","","2018-01-03 00:00:00",""
"154306690","19341055","2","","2018-01-03 00:00:00",""
"154306691","8188557","5","3598823","2018-01-03 00:00:00",""
"154306692","8188608","2","","2018-01-03 00:00:00",""
"154306693","19360720","2","","2018-01-03 00:00:00",""
"154306694","39226324","2","","2018-01-03 00:00:00",""
"154306695","48067916","3","","2018-01-03 00:00:00",""
"154306696","37958568","5","2501333","2018-01-03 00:00:00",""
"154306697","48029044","2","","2018-01-03 00:00:00",""
"154306698","2419566","5","3415577","2018-01-03 00:00:00",""
"154306699","3304683","2","","2018-01-03 00:00:00",""
"154306700","3303347","2","","2018-01-03 00:00:00",""
"154306701","42668888","2","","2018-01-03 00:00:00",""
"154306702","48066141","3","","2018-01-03 00:00:00",""
"154306703","32508320","2","","2018-01-03 00:00:00",""
"154306704","48069450","2","","2018-01-03 00:00:00",""
"154306705","48069088","3","","2018-01-03 00:00:00",""
"154306706","48069446","16","","2018-01-03 00:00:00",""
"154306707","48069373","2","","2018-01-03 00:00:00",""
"154306708","4181721","2","","2018-01-03 00:00:00",""
"154306709","4181703","2","","2018-01-03 00:00:00",""
"154306710","48069191","10","","2018-01-03 00:00:00",""
"154306711","48068827","2","","2018-01-03 00:00:00",""
"154306712","4182643","2","","2018-01-03 00:00:00",""
"154306713","12409344","2","","2018-01-03 00:00:00",""
"154306714","5497399","2","","2018-01-03 00:00:00",""
"154306715","24770962","2","","2018-01-03 00:00:00",""
"154306716","5497473","2","","2018-01-03 00:00:00",""
"154306717","45077357","16","","2018-01-03 00:00:00",""
"154306718","48060949","1","","2018-01-03 00:00:00",""
"154306719","48060949","2","","2018-01-03 00:00:00",""
"154306720","47984846","1","","2018-01-03 00:00:00",""
"154306721","27588165","2","","2018-01-03 00:00:00",""
"154306722","48069485","16","","2018-01-03 00:00:00",""
"154306723","36895926","2","","2018-01-03 00:00:00",""
"154306724","7285095","2","","2018-01-03 00:00:00",""
"154306725","48068760","10","","2018-01-03 00:00:00",""
"154306726","25570376","2","","2018-01-03 00:00:00",""
"154306727","48068967","2","","2018-01-03 00:00:00",""
"154306728","48069485","2","","2018-01-03 00:00:00",""
"154306729","48026121","3","","2018-01-03 00:00:00",""
"154306730","10361474","2","","2018-01-03 00:00:00",""
"154306731","39835420","2","","2018-01-03 00:00:00",""
"154306732","10361344","2","","2018-01-03 00:00:00",""
"154306733","25571561","2","","2018-01-03 00:00:00",""
"154306734","28930771","2","","2018-01-03 00:00:00",""
"154306735","19425186","2","","2018-01-03 00:00:00",""
"154306736","925241","2","","2018-01-03 00:00:00",""
"154306737","48065641","16","","2018-01-03 00:00:00",""
"154306738","33718305","2","","2018-01-03 00:00:00",""
"154306739","10527454","2","","2018-01-03 00:00:00",""
"154306740","19425320","2","","2018-01-03 00:00:00",""
"154306742","8053387","16","","2018-01-03 00:00:00",""
"154306744","48069120","10","","2018-01-03 00:00:00",""
"154306745","19339104","2","","2018-01-03 00:00:00",""
"154306746","33228296","2","","2018-01-03 00:00:00",""
"154306747","3828682","2","","2018-01-03 00:00:00",""
"154306748","38049844","2","","2018-01-03 00:00:00",""
"154306749","34620470","2","","2018-01-03 00:00:00",""
"154306750","19461409","2","","2018-01-03 00:00:00",""
"154306751","19844326","2","","2018-01-03 00:00:00",""
"154306752","48066304","2","","2018-01-03 00:00:00",""
"154306754","38050132","2","","2018-01-03 00:00:00",""
"154306756","48045973","1","","2018-01-03 00:00:00",""
"154306757","45011650","16","","2018-01-03 00:00:00",""
"154306758","1712975","2","","2018-01-03 00:00:00",""
"154306759","26180972","2","","2018-01-03 00:00:00",""
"154306760","47945687","2","","2018-01-03 00:00:00",""
"154306761","29954181","2","","2018-01-03 00:00:00",""
"154306763","16259739","2","","2018-01-03 00:00:00",""
"154306765","16259711","2","","2018-01-03 00:00:00",""
"154306766","40159908","2","","2018-01-03 00:00:00",""
"154306767","47546829","2","","2018-01-03 00:00:00",""
"154306769","48069416","3","","2018-01-03 00:00:00",""
"154306770","16467896","2","","2018-01-03 00:00:00",""
"154306771","9119887","2","","2018-01-03 00:00:00",""
"154306772","48062166","3","","2018-01-03 00:00:00",""
"154306775","48043957","2","","2018-01-03 00:00:00",""
"154306776","48044942","10","","2018-01-03 00:00:00",""
"154306777","48069452","2","","2018-01-03 00:00:00",""
"154306778","37009049","2","","2018-01-03 00:00:00",""
"154306779","36983176","2","","2018-01-03 00:00:00",""
"154306780","9164287","2","","2018-01-03 00:00:00",""
"154306781","31962802","5","6450431","2018-01-03 00:00:00",""
"154306782","48068188","2","","2018-01-03 00:00:00",""
"154306783","14570989","2","","2018-01-03 00:00:00",""
"154306784","14572051","2","","2018-01-03 00:00:00",""
"154306785","1146981","2","","2018-01-03 00:00:00",""
"154306786","48068086","2","","2018-01-03 00:00:00",""
"154306787","38840281","2","","2018-01-03 00:00:00",""
"154306788","52704","2","","2018-01-03 00:00:00",""
"154306789","39063306","2","","2018-01-03 00:00:00",""
"154306790","52719","2","","2018-01-03 00:00:00",""
"154306791","48062330","3","","2018-01-03 00:00:00",""
"154306792","52713","2","","2018-01-03 00:00:00",""
"154306793","12184274","2","","2018-01-03 00:00:00",""
"154306794","1021384","2","","2018-01-03 00:00:00",""
"154306795","8415829","2","","2018-01-03 00:00:00",""
"154306796","26299506","2","","2018-01-03 00:00:00",""
"154306797","11942626","2","","2018-01-03 00:00:00",""
"154306798","36924148","2","","2018-01-03 00:00:00",""
"154306799","6854469","2","","2018-01-03 00:00:00",""
"154306800","37274801","2","","2018-01-03 00:00:00",""
"154306801","48069538","1","","2018-01-03 00:00:00",""
"154306802","23707009","2","","2018-01-03 00:00:00",""
"154306803","10755600","2","","2018-01-03 00:00:00",""
"154306804","5119946","2","","2018-01-03 00:00:00",""
"154306805","32523024","2","","2018-01-03 00:00:00",""
"154306806","31886761","2","","2018-01-03 00:00:00",""
"154306807","43365551","2","","2018-01-03 00:00:00",""
"154306808","30752923","2","","2018-01-03 00:00:00",""
"154306809","7773568","2","","2018-01-03 00:00:00",""
"154306810","30264197","2","","2018-01-03 00:00:00",""
"154306812","39383786","2","","2018-01-03 00:00:00",""
"154306813","29847393","2","","2018-01-03 00:00:00",""
"154306814","18632808","2","","2018-01-03 00:00:00",""
"154306815","23951175","2","","2018-01-03 00:00:00",""
"154306816","48069017","16","","2018-01-03 00:00:00",""
"154306817","11047504","2","","2018-01-03 00:00:00",""
"154306818","38367577","2","","2018-01-03 00:00:00",""
"154306819","20930217","2","","2018-01-03 00:00:00",""
"154306821","48057542","2","","2018-01-03 00:00:00",""
"154306822","17530055","2","","2018-01-03 00:00:00",""
"154306823","29170402","2","","2018-01-03 00:00:00",""
"154306824","14861563","2","","2018-01-03 00:00:00",""
"154306825","33863756","2","","2018-01-03 00:00:00",""
"154306826","32897226","2","","2018-01-03 00:00:00",""
"154306827","44361801","2","","2018-01-03 00:00:00",""
"154306828","7354823","2","","2018-01-03 00:00:00",""
"154306829","42868206","2","","2018-01-03 00:00:00",""
"154306830","6043896","2","","2018-01-03 00:00:00",""
"154306831","134882","2","","2018-01-03 00:00:00",""
"154306832","48068958","3","","2018-01-03 00:00:00",""
"154306833","135614","2","","2018-01-03 00:00:00",""
"154306834","31719735","2","","2018-01-03 00:00:00",""
"154306835","39361500","2","","2018-01-03 00:00:00",""
"154306836","692763","2","","2018-01-03 00:00:00",""
"154306837","31719451","2","","2018-01-03 00:00:00",""
"154306838","10488950","2","","2018-01-03 00:00:00",""
"154306839","48002704","3","","2018-01-03 00:00:00",""
"154306840","30974115","2","","2018-01-03 00:00:00",""
"154306841","36539692","2","","2018-01-03 00:00:00",""
"154306842","36456920","2","","2018-01-03 00:00:00",""
"154306843","1053928","2","","2018-01-03 00:00:00",""
"154306844","1053928","5","3908170","2018-01-03 00:00:00",""
"154306845","31813973","2","","2018-01-03 00:00:00",""
"154306847","11030332","2","","2018-01-03 00:00:00",""
"154306848","46444812","10","","2018-01-03 00:00:00",""
"154306849","48069421","2","","2018-01-03 00:00:00",""
"154306850","29132840","2","","2018-01-03 00:00:00",""
"154306851","48066964","3","","2018-01-03 00:00:00",""
"154306853","48069195","2","","2018-01-03 00:00:00",""
"154306855","36451332","2","","2018-01-03 00:00:00",""
"154306856","40165525","2","","2018-01-03 00:00:00",""
"154306857","40165525","5","14455","2018-01-03 00:00:00",""
"154306858","16465741","2","","2018-01-03 00:00:00",""
"154306859","43873901","2","","2018-01-03 00:00:00",""
"154306860","12029378","2","","2018-01-03 00:00:00",""
"154306861","42352841","2","","2018-01-03 00:00:00",""
"154306863","48069040","3","","2018-01-03 00:00:00",""
"154306864","48066064","2","","2018-01-03 00:00:00",""
"154306865","48049212","1","","2018-01-03 00:00:00",""
"154306866","48069543","2","","2018-01-03 00:00:00",""
"154306867","48069543","5","8887248","2018-01-03 00:00:00",""
"154306868","48069543","5","1390192","2018-01-03 00:00:00",""
"154306869","8670877","5","2407450","2018-01-03 00:00:00",""
"154306870","33656691","2","","2018-01-03 00:00:00",""
"154306871","8670894","2","","2018-01-03 00:00:00",""
"154306872","9236788","2","","2018-01-03 00:00:00",""
"154306873","9236673","2","","2018-01-03 00:00:00",""
"154306874","19273518","2","","2018-01-03 00:00:00",""
"154306875","4361553","2","","2018-01-03 00:00:00",""
"154306876","9250984","2","","2018-01-03 00:00:00",""
"154306878","23702224","2","","2018-01-03 00:00:00",""
"154306879","48067725","3","","2018-01-03 00:00:00",""
"154306880","48067708","1","","2018-01-03 00:00:00",""
"154306881","48069503","2","","2018-01-03 00:00:00",""
"154306882","48067708","2","","2018-01-03 00:00:00",""
"154306886","20891111","2","","2018-01-03 00:00:00",""
"154306888","48069546","3","","2018-01-03 00:00:00",""
"154306889","40165934","2","","2018-01-03 00:00:00",""
"154306890","48068821","3","","2018-01-03 00:00:00",""
"154306891","34570099","3","","2018-01-03 00:00:00",""
"154306892","41002516","2","","2018-01-03 00:00:00",""
"154306893","48064715","2","","2018-01-03 00:00:00",""
"154306894","48049869","2","","2018-01-03 00:00:00",""
"154306895","21271723","2","","2018-01-03 00:00:00",""
"154306896","48069503","1","","2018-01-03 00:00:00",""
"154306897","18964030","2","","2018-01-03 00:00:00",""
"154306898","48068532","3","","2018-01-03 00:00:00",""
"154306899","48069191","10","","2018-01-03 00:00:00",""
"154306900","47990278","16","","2018-01-03 00:00:00",""
"154306901","18938433","2","","2018-01-03 00:00:00",""
"154306902","36457669","2","","2018-01-03 00:00:00",""
"154306903","17063675","2","","2018-01-03 00:00:00",""
"154306905","48069120","10","","2018-01-03 00:00:00",""
"154306906","43373070","2","","2018-01-03 00:00:00",""
"154306909","15646433","2","","2018-01-03 00:00:00",""
"154306910","40530866","2","","2018-01-03 00:00:00",""
"154306911","48069535","2","","2018-01-03 00:00:00",""
"154306912","48031272","10","","2018-01-03 00:00:00",""
"154306913","47210512","2","","2018-01-03 00:00:00",""
"154306914","44276467","2","","2018-01-03 00:00:00",""
"154306915","40583830","2","","2018-01-03 00:00:00",""
"154306916","35247468","2","","2018-01-03 00:00:00",""
"154306917","48068223","10","","2018-01-03 00:00:00",""
"154306918","39997087","2","","2018-01-03 00:00:00",""
"154306919","41519971","3","","2018-01-03 00:00:00",""
"154306920","48069546","10","","2018-01-03 00:00:00",""
"154306921","43877390","2","","2018-01-03 00:00:00",""
"154306922","8623543","3","","2018-01-03 00:00:00",""
"154306923","38218293","2","","2018-01-03 00:00:00",""
"154306924","40245692","2","","2018-01-03 00:00:00",""
"154306925","18359257","2","","2018-01-03 00:00:00",""
"154306926","48069561","2","","2018-01-03 00:00:00",""
"154306928","23614217","2","","2018-01-03 00:00:00",""
"154306929","21262100","2","","2018-01-03 00:00:00",""
"154306930","48069286","2","","2018-01-03 00:00:00",""
"154306931","606199","2","","2018-01-03 00:00:00",""
"154306932","8385602","5","1096030","2018-01-03 00:00:00",""
"154306933","8385602","2","","2018-01-03 00:00:00",""
"154306934","42621737","2","","2018-01-03 00:00:00",""
"154306935","8385658","2","","2018-01-03 00:00:00",""
"154306936","48069560","2","","2018-01-03 00:00:00",""
"154306937","48069560","5","2057955","2018-01-03 00:00:00",""
"154306938","48066304","2","","2018-01-03 00:00:00",""
"154306939","2069345","2","","2018-01-03 00:00:00",""
"154306940","48069404","5","2564301","2018-01-03 00:00:00",""
"154306941","48029305","2","","2018-01-03 00:00:00",""
"154306942","48062030","2","","2018-01-03 00:00:00",""
"154306943","37541748","2","","2018-01-03 00:00:00",""
"154306944","19851782","2","","2018-01-03 00:00:00",""
"154306945","8262865","2","","2018-01-03 00:00:00",""
"154306946","2076399","2","","2018-01-03 00:00:00",""
"154306947","28889451","2","","2018-01-03 00:00:00",""
"154306948","24196067","2","","2018-01-03 00:00:00",""
"154306949","215718","2","","2018-01-03 00:00:00",""
"154306950","22789687","10","","2018-01-03 00:00:00",""
"154306951","30134826","2","","2018-01-03 00:00:00",""
"154306952","48069530","2","","2018-01-03 00:00:00",""
"154306953","48013878","2","","2018-01-03 00:00:00",""
"154306954","48069446","2","","2018-01-03 00:00:00",""
"154306955","9076561","2","","2018-01-03 00:00:00",""
"154306956","48069404","2","","2018-01-03 00:00:00",""
"154306957","48064432","10","","2018-01-03 00:00:00",""
"154306958","48069386","2","","2018-01-03 00:00:00",""
"154306959","24196259","2","","2018-01-03 00:00:00",""
"154306960","48062409","2","","2018-01-03 00:00:00",""
"154306961","48069121","16","","2018-01-03 00:00:00",""
"154306962","48069558","2","","2018-01-03 00:00:00",""
"154306963","46357376","2","","2018-01-03 00:00:00",""
"154306964","48063414","2","","2018-01-03 00:00:00",""
"154306965","48068455","3","","2018-01-03 00:00:00",""
"154306967","48069573","3","","2018-01-03 00:00:00",""
"154306969","48059660","2","","2018-01-03 00:00:00",""
"154306970","48056206","5","4045502","2018-01-03 00:00:00",""
"154306971","46510651","2","","2018-01-03 00:00:00",""
"154306972","33371418","2","","2018-01-03 00:00:00",""
"154306973","19561003","2","","2018-01-03 00:00:00",""
"154306974","30233408","2","","2018-01-03 00:00:00",""
"154306975","9138790","2","","2018-01-03 00:00:00",""
"154306977","19852472","2","","2018-01-03 00:00:00",""
"154306978","45487657","2","","2018-01-03 00:00:00",""
"154306979","19277335","2","","2018-01-03 00:00:00",""
"154306980","47210512","5","2089267","2018-01-03 00:00:00",""
"154306981","38989849","2","","2018-01-03 00:00:00",""
"154306983","28244123","2","","2018-01-03 00:00:00",""
"154306984","47210512","2","","2018-01-03 00:00:00",""
"154306985","48069331","3","","2018-01-03 00:00:00",""
"154306986","6913287","2","","2018-01-03 00:00:00",""
"154306988","1526688","2","","2018-01-03 00:00:00",""
"154306989","1960240","5","1883050","2018-01-03 00:00:00",""
"154306990","32572557","2","","2018-01-03 00:00:00",""
"154306991","6709788","2","","2018-01-03 00:00:00",""
"154306992","9394131","2","","2018-01-03 00:00:00",""
"154306993","4586455","2","","2018-01-03 00:00:00",""
"154306994","6709747","2","","2018-01-03 00:00:00",""
"154306995","1882587","2","","2018-01-03 00:00:00",""
"154306996","1882584","2","","2018-01-03 00:00:00",""
"154306997","15567809","2","","2018-01-03 00:00:00",""
"154306998","47845928","2","","2018-01-03 00:00:00",""
"154306999","16364039","2","","2018-01-03 00:00:00",""
"154307000","15568164","2","","2018-01-03 00:00:00",""
"154307001","47210512","2","","2018-01-03 00:00:00",""
"154307002","22585235","2","","2018-01-03 00:00:00",""
"154307004","46146814","2","","2018-01-03 00:00:00",""
"154307005","39895579","2","","2018-01-03 00:00:00",""
"154307006","9422947","2","","2018-01-03 00:00:00",""
"154307007","37986800","2","","2018-01-03 00:00:00",""
"154307008","9422461","2","","2018-01-03 00:00:00",""
"154307009","11686497","2","","2018-01-03 00:00:00",""
"154307010","8053324","2","","2018-01-03 00:00:00",""
"154307011","11707879","2","","2018-01-03 00:00:00",""
"154307012","47927707","2","","2018-01-03 00:00:00",""
"154307013","2641489","5","8045457","2018-01-03 00:00:00",""
"154307014","48069577","3","","2018-01-03 00:00:00",""
"154307015","48068705","2","","2018-01-03 00:00:00",""
"154307016","43921992","2","","2018-01-03 00:00:00",""
"154307017","33692296","2","","2018-01-03 00:00:00",""
"154307019","43921993","2","","2018-01-03 00:00:00",""
"154307020","9089476","2","","2018-01-03 00:00:00",""
"154307021","48069555","2","","2018-01-03 00:00:00",""
"154307022","11715598","2","","2018-01-03 00:00:00",""
"154307023","42029551","2","","2018-01-03 00:00:00",""
"154307024","5125106","2","","2018-01-03 00:00:00",""
"154307025","42029477","5","699963","2018-01-03 00:00:00",""
"154307026","42029477","2","","2018-01-03 00:00:00",""
"154307027","4746213","2","","2018-01-03 00:00:00",""
"154307028","44920985","2","","2018-01-03 00:00:00",""
"154307029","43925672","2","","2018-01-03 00:00:00",""
"154307030","5015483","2","","2018-01-03 00:00:00",""
"154307031","5614939","2","","2018-01-03 00:00:00",""
"154307032","48066982","2","","2018-01-03 00:00:00",""
